#gene_id	GO
SpGA2022_000608-R0	GO:0005515,GO:0008270
SpGA2022_000609-R0	GO:0003700
SpGA2022_000610-R0	NA
SpGA2022_000611-R0	GO:0008270
SpGA2022_050150-R0	GO:0004222,GO:0016020,GO:0071586
SpGA2022_000613-R0	GO:0008270
SpGA2022_000614-R0	GO:0003677,GO:0006355
SpGA2022_050151-R0	GO:0005515
SpGA2022_000617-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_050152-R0	NA
SpGA2022_000619-R0	NA
SpGA2022_000620-R0	NA
SpGA2022_000621-R0	GO:0006486,GO:0016757
SpGA2022_000622-R0	NA
SpGA2022_000623-R0	GO:0004252,GO:0005515,GO:0006508
SpGA2022_050153-R0	GO:0008168
SpGA2022_000626-R0	GO:0016817
SpGA2022_000627-R0	GO:0003872,GO:0006002,GO:0006096
SpGA2022_000628-R0	NA
SpGA2022_000629-R0	NA
SpGA2022_050154-R0	GO:0005506,GO:0008610,GO:0016491
SpGA2022_000631-R0	NA
SpGA2022_000632-R0	NA
SpGA2022_050155-R0	NA
SpGA2022_050156-R0	GO:0003676,GO:0005524
SpGA2022_000635-R0	GO:0009733
SpGA2022_000636-R0	GO:0003735,GO:0005840,GO:0006412,GO:0015935
SpGA2022_050157-R0	GO:0005515
SpGA2022_050158-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_000639-R0	NA
SpGA2022_000640-R0	GO:0044237
SpGA2022_050159-R0	GO:0003743,GO:0003924,GO:0005525,GO:0006413
SpGA2022_000642-R0	NA
SpGA2022_000643-R0	NA
SpGA2022_000644-R0	GO:0003677,GO:0005524,GO:0006259,GO:0006281,GO:0008094
SpGA2022_050160-R0	GO:0046983
SpGA2022_000646-R0	NA
SpGA2022_050161-R0	NA
SpGA2022_050162-R0	GO:0003723
SpGA2022_000649-R0	GO:0008253,GO:0009264
SpGA2022_050163-R0	NA
SpGA2022_000651-R0	NA
SpGA2022_050164-R0	GO:0006629
SpGA2022_000653-R0	NA
SpGA2022_050165-R0	GO:0006812,GO:0006816,GO:0008324,GO:0015369,GO:0016021,GO:0055085
SpGA2022_000655-R0	NA
SpGA2022_000656-R0	NA
SpGA2022_000657-R0	GO:0005515
SpGA2022_000658-R0	NA
SpGA2022_000659-R0	NA
SpGA2022_000660-R0	NA
SpGA2022_000661-R0	NA
SpGA2022_000662-R0	NA
SpGA2022_000663-R0	NA
SpGA2022_000664-R0	GO:0005506,GO:0008610,GO:0016491
SpGA2022_000665-R0	NA
SpGA2022_000666-R0	NA
SpGA2022_000667-R0	NA
SpGA2022_000668-R0	NA
SpGA2022_000669-R0	GO:0003735,GO:0006412,GO:0015935,GO:0019843
SpGA2022_000670-R0	NA
SpGA2022_000671-R0	NA
SpGA2022_000672-R0	NA
SpGA2022_050166-R0	GO:0005515,GO:0008270
SpGA2022_050167-R0	NA
SpGA2022_000675-R0	NA
SpGA2022_050168-R0	GO:0003774,GO:0016459
SpGA2022_000677-R0	NA
SpGA2022_000678-R0	NA
SpGA2022_000679-R0	NA
SpGA2022_050169-R0	GO:0005515
SpGA2022_050170-R0	GO:0005524,GO:0007018,GO:0008017,GO:1990939
SpGA2022_050171-R0	GO:0004491,GO:0016491,GO:0016620
SpGA2022_050172-R0	NA
SpGA2022_000685-R0	GO:0005789,GO:0006888
SpGA2022_000686-R0	NA
SpGA2022_050173-R0	GO:0005515,GO:0006355,GO:0008270,GO:0043565
SpGA2022_000688-R0	GO:0005515,GO:0008270
SpGA2022_000689-R0	GO:0005515,GO:0006355,GO:0008270,GO:0043565
SpGA2022_000690-R0	GO:0003824,GO:0005975,GO:0030246
SpGA2022_050174-R0	NA
SpGA2022_000692-R0	NA
SpGA2022_000693-R0	GO:0005506,GO:0008610,GO:0016491
SpGA2022_000694-R0	GO:0010207
SpGA2022_000695-R0	GO:0016021
SpGA2022_000695-R1	GO:0016021
SpGA2022_000697-R0	NA
SpGA2022_000698-R0	NA
SpGA2022_000699-R0	NA
SpGA2022_000700-R0	GO:0005515
SpGA2022_000701-R0	GO:0008495,GO:0016021,GO:0016765,GO:0048034
SpGA2022_000702-R0	NA
SpGA2022_000703-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_000704-R0	NA
SpGA2022_000705-R0	NA
SpGA2022_000706-R0	NA
SpGA2022_000707-R0	GO:0000287,GO:0010333,GO:0016829
SpGA2022_000708-R0	GO:0010333,GO:0016829
SpGA2022_000709-R0	NA
SpGA2022_000710-R0	NA
SpGA2022_000711-R0	GO:0000287,GO:0010333,GO:0016829
SpGA2022_000712-R0	GO:0000287,GO:0010333,GO:0016829
SpGA2022_000713-R0	NA
SpGA2022_000714-R0	NA
SpGA2022_000715-R0	GO:0006629
SpGA2022_000716-R0	GO:0000166,GO:0003723,GO:0004812,GO:0004831,GO:0005524,GO:0006418,GO:0006437
SpGA2022_000717-R0	NA
SpGA2022_050176-R0	GO:0006744,GO:0008289
SpGA2022_000719-R0	GO:0000956,GO:0003676,GO:0005524
SpGA2022_000720-R0	NA
SpGA2022_050177-R0	GO:0044237,GO:0044249
SpGA2022_050178-R0	NA
SpGA2022_050179-R0	GO:0006629
SpGA2022_000724-R0	NA
SpGA2022_000725-R0	NA
SpGA2022_000726-R0	NA
SpGA2022_000727-R0	NA
SpGA2022_000728-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_000729-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_000730-R0	NA
SpGA2022_000731-R0	NA
SpGA2022_000732-R0	GO:0006629
SpGA2022_050180-R0	GO:0005515,GO:0010048,GO:0040029
SpGA2022_000735-R0	NA
SpGA2022_000736-R0	GO:0016020,GO:0051537
SpGA2022_000737-R0	NA
SpGA2022_000738-R0	GO:0003824,GO:0016831,GO:0019752,GO:0030170
SpGA2022_000739-R0	GO:0003824,GO:0016831,GO:0019752,GO:0030170
SpGA2022_000740-R0	GO:0003824,GO:0006520,GO:0016831,GO:0019752,GO:0030170
SpGA2022_000741-R0	NA
SpGA2022_000742-R0	GO:0005509,GO:0016491
SpGA2022_000743-R0	NA
SpGA2022_000744-R0	NA
SpGA2022_000745-R0	GO:0006812,GO:0015299,GO:0016021,GO:0055085
SpGA2022_000746-R0	GO:0004867,GO:0005576
SpGA2022_000747-R0	NA
SpGA2022_000748-R0	NA
SpGA2022_000749-R0	NA
SpGA2022_000750-R0	GO:0004857,GO:0030599,GO:0042545
SpGA2022_000751-R0	GO:0004857,GO:0030599,GO:0042545
SpGA2022_000752-R0	GO:0016554
SpGA2022_050181-R0	GO:0015969
SpGA2022_000754-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_000755-R0	GO:0003824
SpGA2022_000756-R0	NA
SpGA2022_000757-R0	NA
SpGA2022_000758-R0	GO:0006281
SpGA2022_000759-R0	GO:0006281
SpGA2022_000760-R0	NA
SpGA2022_050182-R0	GO:0005524,GO:0016020,GO:0042626
SpGA2022_000762-R0	GO:0000413,GO:0003755,GO:0005515
SpGA2022_000763-R0	NA
SpGA2022_000764-R0	GO:0003676,GO:0015074
SpGA2022_000765-R0	NA
SpGA2022_000766-R0	NA
SpGA2022_000767-R0	NA
SpGA2022_050183-R0	GO:0005515,GO:0009507,GO:0016279,GO:0018022,GO:0030785
SpGA2022_000769-R0	GO:0000977,GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0045944,GO:0046983
SpGA2022_000770-R0	NA
SpGA2022_000771-R0	NA
SpGA2022_000772-R0	GO:0005524,GO:0006298,GO:0030983
SpGA2022_000773-R0	GO:0006952,GO:0045926
SpGA2022_000773-R1	GO:0006952,GO:0045926
SpGA2022_000774-R0	GO:0006952,GO:0045926
SpGA2022_050185-R0	GO:0043531
SpGA2022_000776-R0	GO:0016702
SpGA2022_000777-R0	NA
SpGA2022_000778-R0	NA
SpGA2022_050186-R0	NA
SpGA2022_050187-R0	GO:0000166,GO:0000287,GO:0005524,GO:0015914,GO:0016021,GO:0016887,GO:0140326
SpGA2022_050188-R0	GO:0005515,GO:0008299,GO:0030604,GO:0046872,GO:0070402
SpGA2022_050189-R0	GO:0005515,GO:0008237,GO:0016579,GO:0061578,GO:0070122,GO:0070536
SpGA2022_000783-R0	NA
SpGA2022_000784-R0	NA
SpGA2022_000785-R0	GO:0004553,GO:0007015,GO:0051015,GO:0071704
SpGA2022_000786-R0	GO:0006383
SpGA2022_000786-R1	GO:0006383
SpGA2022_000787-R0	NA
SpGA2022_050191-R0	NA
SpGA2022_000789-R0	NA
SpGA2022_000806-R0	GO:0004144
SpGA2022_050192-R0	GO:0003978,GO:0006012
SpGA2022_000808-R0	NA
SpGA2022_050193-R0	GO:0003924,GO:0005525
SpGA2022_000810-R0	NA
SpGA2022_050194-R0	NA
SpGA2022_050195-R0	GO:0003774,GO:0005515,GO:0005524,GO:0016459,GO:0051015
SpGA2022_000813-R0	NA
SpGA2022_000814-R0	NA
SpGA2022_000815-R0	NA
SpGA2022_050196-R0	NA
SpGA2022_000817-R0	NA
SpGA2022_000818-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_000819-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_000820-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_000821-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_000822-R0	GO:0003824,GO:0009058,GO:0030170
SpGA2022_000823-R0	NA
SpGA2022_000824-R0	NA
SpGA2022_050197-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_000826-R0	GO:0005515
SpGA2022_000827-R0	NA
SpGA2022_000828-R0	GO:0016020,GO:0016798
SpGA2022_050198-R0	GO:0004370,GO:0005975,GO:0006072,GO:0016773
SpGA2022_000830-R0	GO:0015079,GO:0016020,GO:0016758,GO:0071805
SpGA2022_000831-R0	NA
SpGA2022_000831-R1	GO:0005515,GO:0016279,GO:0018026
SpGA2022_000832-R0	GO:0005524,GO:0006298,GO:0016887,GO:0030983,GO:0032300
SpGA2022_000833-R0	GO:0016554
SpGA2022_000834-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_000835-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_000836-R0	NA
SpGA2022_000837-R0	GO:0005507,GO:0016491
SpGA2022_000838-R0	NA
SpGA2022_000839-R0	NA
SpGA2022_050200-R0	GO:0005515
SpGA2022_050201-R0	GO:0043531
SpGA2022_000841-R0	GO:0003677,GO:0006355
SpGA2022_050202-R0	GO:0006629,GO:0016717
SpGA2022_050203-R0	GO:0008418
SpGA2022_000844-R0	NA
SpGA2022_000845-R0	NA
SpGA2022_000846-R0	NA
SpGA2022_000847-R0	NA
SpGA2022_000848-R0	NA
SpGA2022_050204-R0	GO:0008270
SpGA2022_000851-R0	NA
SpGA2022_000852-R0	GO:0003677,GO:0006355
SpGA2022_000853-R0	GO:0016491,GO:0016620
SpGA2022_000854-R0	GO:0045892
SpGA2022_050205-R0	NA
SpGA2022_000856-R0	NA
SpGA2022_000857-R0	GO:0005524,GO:0016887
SpGA2022_000858-R0	GO:0003676,GO:0005524,GO:0006298,GO:0015074,GO:0030983
SpGA2022_000859-R0	NA
SpGA2022_000860-R0	GO:0016798
SpGA2022_000861-R0	GO:0016798
SpGA2022_050206-R0	NA
SpGA2022_000863-R0	GO:0004379,GO:0006499
SpGA2022_000863-R1	GO:0004379,GO:0006499
SpGA2022_000864-R0	NA
SpGA2022_000865-R0	NA
SpGA2022_000866-R0	NA
SpGA2022_050208-R0	NA
SpGA2022_000868-R0	NA
SpGA2022_000869-R0	GO:0003700,GO:0006355
SpGA2022_000870-R0	NA
SpGA2022_000871-R0	NA
SpGA2022_050209-R0	GO:0003824,GO:0004160,GO:0009082
SpGA2022_000873-R0	GO:0003676
SpGA2022_000874-R0	GO:0050832
SpGA2022_000875-R0	GO:0005515
SpGA2022_000876-R0	NA
SpGA2022_000878-R0	GO:0015020,GO:0016020,GO:0016757
SpGA2022_000879-R0	GO:0015020,GO:0016020,GO:0016757
SpGA2022_050210-R0	NA
SpGA2022_050211-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_000882-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_000883-R0	NA
SpGA2022_000884-R0	GO:0006355
SpGA2022_000885-R0	GO:0005515
SpGA2022_000886-R0	NA
SpGA2022_000887-R0	NA
SpGA2022_000888-R0	NA
SpGA2022_000889-R0	NA
SpGA2022_000890-R0	NA
SpGA2022_000891-R0	NA
SpGA2022_000892-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_000895-R0	GO:0005515,GO:0008270
SpGA2022_000895-R1	GO:0005515,GO:0008270
SpGA2022_000893-R0	NA
SpGA2022_050213-R0	GO:0005515
SpGA2022_050214-R0	NA
SpGA2022_000896-R0	NA
SpGA2022_000897-R0	NA
SpGA2022_000898-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050215-R0	GO:0001731,GO:0003723,GO:0003743,GO:0006413
SpGA2022_000900-R0	NA
SpGA2022_000901-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_050216-R0	GO:0016491
SpGA2022_000903-R0	NA
SpGA2022_000904-R0	NA
SpGA2022_000905-R0	NA
SpGA2022_000906-R0	NA
SpGA2022_000907-R0	NA
SpGA2022_000908-R0	GO:0003723,GO:0019843
SpGA2022_050217-R0	NA
SpGA2022_050218-R0	NA
SpGA2022_000911-R0	NA
SpGA2022_000912-R0	NA
SpGA2022_000913-R0	GO:0003824,GO:0008168,GO:0009058,GO:0030170
SpGA2022_000914-R0	GO:0008270
SpGA2022_000915-R0	NA
SpGA2022_000916-R0	NA
SpGA2022_000917-R0	NA
SpGA2022_000918-R0	NA
SpGA2022_000919-R0	GO:0003677,GO:0008270
SpGA2022_000920-R0	GO:0047834
SpGA2022_050219-R0	GO:0016491,GO:0050660
SpGA2022_000922-R0	NA
SpGA2022_000923-R0	NA
SpGA2022_000924-R0	NA
SpGA2022_000925-R0	NA
SpGA2022_050220-R0	NA
SpGA2022_000927-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_000927-R1	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_000928-R0	NA
SpGA2022_000929-R0	GO:0004568,GO:0006032,GO:0016998
SpGA2022_000930-R0	NA
SpGA2022_000931-R0	NA
SpGA2022_000932-R0	NA
SpGA2022_050222-R0	GO:0003676
SpGA2022_000936-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_000937-R0	NA
SpGA2022_000938-R0	NA
SpGA2022_000939-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_000940-R0	GO:0004129,GO:0005740
SpGA2022_000941-R0	NA
SpGA2022_000942-R0	NA
SpGA2022_000943-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_000944-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050223-R0	GO:0005515
SpGA2022_000946-R0	NA
SpGA2022_000947-R0	GO:0005525,GO:0006886
SpGA2022_000948-R0	NA
SpGA2022_000949-R0	NA
SpGA2022_050224-R0	NA
SpGA2022_000951-R0	NA
SpGA2022_000952-R0	NA
SpGA2022_050225-R0	NA
SpGA2022_000954-R0	GO:0005674,GO:0006366,GO:0006367
SpGA2022_000955-R0	NA
SpGA2022_050226-R0	GO:0010207,GO:0015979
SpGA2022_050227-R0	NA
SpGA2022_000958-R0	NA
SpGA2022_000959-R0	NA
SpGA2022_000960-R0	GO:0006006,GO:0016620,GO:0050661,GO:0051287
SpGA2022_050228-R0	NA
SpGA2022_000962-R0	NA
SpGA2022_000963-R0	NA
SpGA2022_000964-R0	GO:0003676,GO:0015074
SpGA2022_000965-R0	NA
SpGA2022_000966-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_000967-R0	NA
SpGA2022_050229-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_000969-R0	GO:0016491,GO:0045454,GO:0050660
SpGA2022_000970-R0	NA
SpGA2022_000970-R1	NA
SpGA2022_000971-R0	GO:0016787
SpGA2022_000972-R0	NA
SpGA2022_000973-R0	GO:0006633,GO:0031177
SpGA2022_050231-R0	GO:0003723,GO:0006396,GO:0016779
SpGA2022_000975-R0	GO:0003824,GO:0009058,GO:0030170
SpGA2022_050232-R0	NA
SpGA2022_000977-R0	GO:0016020,GO:0022857,GO:0055085
SpGA2022_000980-R0	NA
SpGA2022_000981-R0	GO:0005515
SpGA2022_000982-R0	NA
SpGA2022_000983-R0	NA
SpGA2022_050233-R0	GO:0003677,GO:0006355
SpGA2022_000985-R0	GO:0005515
SpGA2022_000986-R0	NA
SpGA2022_000987-R0	NA
SpGA2022_000988-R0	GO:0005524,GO:0016020,GO:0042626
SpGA2022_000989-R0	GO:0004222,GO:0005515,GO:0006508
SpGA2022_000990-R0	GO:0005515
SpGA2022_000991-R0	GO:0003676
SpGA2022_000992-R0	NA
SpGA2022_000993-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050234-R0	NA
SpGA2022_000995-R0	NA
SpGA2022_000996-R0	NA
SpGA2022_000997-R0	GO:0008194
SpGA2022_000997-R1	GO:0008194
SpGA2022_000998-R0	NA
SpGA2022_050236-R0	NA
SpGA2022_000999-R0	NA
SpGA2022_001000-R0	NA
SpGA2022_050237-R0	GO:0003824,GO:0004630,GO:0005509,GO:0016020,GO:0046470
SpGA2022_001003-R0	NA
SpGA2022_001004-R0	NA
SpGA2022_001005-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_001006-R0	NA
SpGA2022_001007-R0	GO:0045892
SpGA2022_001007-R1	GO:0045892
SpGA2022_001008-R0	GO:0045892
SpGA2022_001009-R0	NA
SpGA2022_001010-R0	GO:0006627,GO:0046872
SpGA2022_001011-R0	GO:0006338,GO:0043486
SpGA2022_001012-R0	NA
SpGA2022_001013-R0	NA
SpGA2022_001014-R0	NA
SpGA2022_001015-R0	GO:0010112
SpGA2022_001016-R0	NA
SpGA2022_001017-R0	GO:0016491
SpGA2022_001018-R0	GO:0005515
SpGA2022_001019-R0	GO:0008168
SpGA2022_001020-R0	GO:0004601,GO:0006979,GO:0020037
SpGA2022_001021-R0	NA
SpGA2022_001022-R0	NA
SpGA2022_001023-R0	GO:0003950,GO:0006471
SpGA2022_001024-R0	GO:0016787
SpGA2022_050239-R0	GO:0005515
SpGA2022_050240-R0	NA
SpGA2022_001027-R0	NA
SpGA2022_001028-R0	NA
SpGA2022_001029-R0	GO:0003677,GO:0046982
SpGA2022_050241-R0	GO:0005515
SpGA2022_001031-R0	NA
SpGA2022_001032-R0	NA
SpGA2022_050242-R0	GO:0005634,GO:0006260,GO:0043625
SpGA2022_001034-R0	NA
SpGA2022_001035-R0	NA
SpGA2022_001036-R0	GO:0000387,GO:0000398,GO:0003676,GO:0005634,GO:0005685,GO:0008270
SpGA2022_001037-R0	GO:0003677,GO:0006355
SpGA2022_001038-R0	NA
SpGA2022_001039-R0	NA
SpGA2022_001040-R0	GO:0003677,GO:0006355
SpGA2022_001041-R0	NA
SpGA2022_001042-R0	NA
SpGA2022_001043-R0	NA
SpGA2022_001044-R0	GO:0005515
SpGA2022_001045-R0	NA
SpGA2022_001046-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_001046-R1	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050244-R0	GO:0008233
SpGA2022_001048-R0	NA
SpGA2022_050245-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_050246-R0	NA
SpGA2022_001051-R0	GO:0003677
SpGA2022_050247-R0	GO:0003924,GO:0005525
SpGA2022_001053-R0	NA
SpGA2022_001054-R0	GO:0005515
SpGA2022_001055-R0	NA
SpGA2022_001057-R0	GO:0004499,GO:0050660,GO:0050661
SpGA2022_001058-R0	GO:0016702,GO:0046872
SpGA2022_001059-R0	NA
SpGA2022_001060-R0	GO:0003700,GO:0006355,GO:0043565
SpGA2022_050248-R0	GO:0004672,GO:0004674,GO:0005524,GO:0006468
SpGA2022_050249-R0	NA
SpGA2022_001063-R0	GO:0003824,GO:0004834,GO:0006568,GO:0016491
SpGA2022_001064-R0	GO:0004525,GO:0006396
SpGA2022_050250-R0	NA
SpGA2022_001066-R0	NA
SpGA2022_050251-R0	GO:0005509
SpGA2022_001067-R0	NA
SpGA2022_001068-R0	NA
SpGA2022_050252-R0	GO:0055085
SpGA2022_001070-R0	GO:0005787,GO:0005789,GO:0006465,GO:0016021,GO:0048658
SpGA2022_001071-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_001072-R0	NA
SpGA2022_001073-R0	NA
SpGA2022_001074-R0	NA
SpGA2022_001075-R0	GO:0045892
SpGA2022_050253-R0	GO:0005524,GO:0006457,GO:0016887,GO:0051082
SpGA2022_001077-R0	NA
SpGA2022_050254-R0	NA
SpGA2022_001079-R0	GO:0003824,GO:0004372,GO:0019264,GO:0030170,GO:0035999
SpGA2022_001080-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_001081-R0	NA
SpGA2022_050255-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_001083-R0	GO:0000287,GO:0010333,GO:0016829
SpGA2022_001084-R0	GO:0005515
SpGA2022_050256-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_001086-R0	NA
SpGA2022_050257-R0	GO:0055085
SpGA2022_001088-R0	GO:0010374
SpGA2022_001089-R0	NA
SpGA2022_001091-R0	NA
SpGA2022_001091-R1	NA
SpGA2022_001092-R0	NA
SpGA2022_001093-R0	NA
SpGA2022_001094-R0	GO:0003677,GO:0005634,GO:0006355,GO:0009725
SpGA2022_001095-R0	NA
SpGA2022_001096-R0	NA
SpGA2022_001097-R0	NA
SpGA2022_050259-R0	GO:0015276,GO:0016020
SpGA2022_001100-R0	GO:0003676,GO:0003723
SpGA2022_050260-R0	NA
SpGA2022_001102-R0	GO:0006511,GO:0031625
SpGA2022_001103-R0	NA
SpGA2022_001104-R0	NA
SpGA2022_001105-R0	GO:0003676,GO:0003723
SpGA2022_001106-R0	GO:0010044,GO:0010447
SpGA2022_001107-R0	GO:0005515
SpGA2022_001108-R0	NA
SpGA2022_001108-R1	GO:0004672,GO:0005524,GO:0006468
SpGA2022_001109-R0	NA
SpGA2022_001110-R0	NA
SpGA2022_001111-R0	NA
SpGA2022_001112-R0	GO:0005515
SpGA2022_050262-R0	GO:0003677
SpGA2022_050263-R0	GO:0005515
SpGA2022_001115-R0	NA
SpGA2022_001116-R0	GO:0004672,GO:0005509,GO:0005524,GO:0006468,GO:0030247
SpGA2022_001117-R0	NA
SpGA2022_001118-R0	NA
SpGA2022_001119-R0	GO:0005515
SpGA2022_001120-R0	NA
SpGA2022_001121-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_001122-R0	GO:0005515,GO:0005634,GO:0006281,GO:0008081
SpGA2022_001123-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_001124-R0	GO:0003700,GO:0006355,GO:0043565
SpGA2022_001125-R0	NA
SpGA2022_001126-R0	NA
SpGA2022_001127-R0	NA
SpGA2022_001128-R0	GO:0000786,GO:0003677,GO:0046982
SpGA2022_001129-R0	NA
SpGA2022_001130-R0	NA
SpGA2022_001131-R0	NA
SpGA2022_001132-R0	NA
SpGA2022_001133-R0	NA
SpGA2022_001134-R0	NA
SpGA2022_001135-R0	GO:0003677,GO:0003910,GO:0006281,GO:0006310
SpGA2022_050264-R0	GO:0016491
SpGA2022_001140-R0	GO:0016020,GO:0022857,GO:0055085
SpGA2022_001141-R0	NA
SpGA2022_001142-R0	GO:0000786,GO:0003677,GO:0046982
SpGA2022_001143-R0	NA
SpGA2022_001144-R0	NA
SpGA2022_001145-R0	GO:0004672,GO:0004713,GO:0005524,GO:0006468
SpGA2022_001146-R0	GO:0016787
SpGA2022_050265-R0	NA
SpGA2022_001149-R0	GO:0000731,GO:0006260
SpGA2022_001150-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_001151-R0	GO:0004252,GO:0006508
SpGA2022_001152-R0	NA
SpGA2022_050266-R0	GO:0005524,GO:0042626
SpGA2022_001154-R0	GO:0005384,GO:0030026
SpGA2022_050267-R0	NA
SpGA2022_001156-R0	GO:0003824,GO:0009058
SpGA2022_001157-R0	GO:0009019,GO:0030488
SpGA2022_001158-R0	NA
SpGA2022_001159-R0	NA
SpGA2022_001160-R0	NA
SpGA2022_001161-R0	GO:0005337,GO:0016021,GO:1901642
SpGA2022_001162-R0	GO:0008271,GO:0008272,GO:0015116,GO:0016020,GO:0016021,GO:0055085,GO:1902358
SpGA2022_001163-R0	NA
SpGA2022_001164-R0	NA
SpGA2022_001165-R0	NA
SpGA2022_050268-R0	NA
SpGA2022_001167-R0	NA
SpGA2022_001168-R0	NA
SpGA2022_050269-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_001170-R0	GO:0003700,GO:0006355,GO:0016602,GO:0046982
SpGA2022_001171-R0	GO:0003700,GO:0009739,GO:0010026,GO:0010090
SpGA2022_050270-R0	GO:0016020,GO:0016760,GO:0030244
SpGA2022_001173-R0	NA
SpGA2022_001174-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_001175-R0	GO:0003700
SpGA2022_050271-R0	GO:0016757,GO:0047262
SpGA2022_001177-R0	GO:0003700,GO:0005634,GO:0006355
SpGA2022_001178-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_001179-R0	GO:0004190,GO:0016021,GO:0016485
SpGA2022_001180-R0	NA
SpGA2022_050272-R0	GO:0003700,GO:0005634
SpGA2022_001182-R0	GO:0004176,GO:0004252,GO:0006508
SpGA2022_001183-R0	NA
SpGA2022_001184-R0	NA
SpGA2022_001185-R0	NA
SpGA2022_001186-R0	NA
SpGA2022_001187-R0	NA
SpGA2022_001188-R0	NA
SpGA2022_001189-R0	GO:0004869
SpGA2022_001190-R0	GO:0006629
SpGA2022_001191-R0	GO:0003676,GO:0015074
SpGA2022_001192-R0	GO:0003713,GO:0006355
SpGA2022_050273-R0	GO:0046983
SpGA2022_001194-R0	NA
SpGA2022_001195-R0	NA
SpGA2022_050274-R0	GO:0015020,GO:0016020,GO:0016757
SpGA2022_001197-R0	GO:0004499,GO:0050660,GO:0050661
SpGA2022_001198-R0	GO:0003677,GO:0003899,GO:0006351
SpGA2022_001199-R0	NA
SpGA2022_050275-R0	NA
SpGA2022_050276-R0	GO:0005085
SpGA2022_001202-R0	NA
SpGA2022_001203-R0	NA
SpGA2022_001204-R0	GO:0003676
SpGA2022_001205-R0	NA
SpGA2022_001205-R1	GO:0003676
SpGA2022_001207-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_001208-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_001210-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_001211-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_001212-R0	GO:0002182,GO:0003735,GO:0005840,GO:0006414,GO:0022625
SpGA2022_050278-R0	GO:0006633,GO:0016020,GO:0016746,GO:0016747
SpGA2022_050279-R0	GO:0003676,GO:0004386,GO:0005524
SpGA2022_001215-R0	NA
SpGA2022_001216-R0	GO:0005506,GO:0009055,GO:0015979,GO:0016021,GO:0020037,GO:0031361
SpGA2022_001217-R0	GO:0009512
SpGA2022_001220-R0	NA
SpGA2022_001221-R0	GO:0003676,GO:0015074
SpGA2022_001222-R0	NA
SpGA2022_001223-R0	GO:0005515
SpGA2022_050280-R0	NA
SpGA2022_001225-R0	GO:0003677,GO:0006355
SpGA2022_001226-R0	NA
SpGA2022_001227-R0	NA
SpGA2022_001228-R0	GO:0004672,GO:0004713,GO:0005524,GO:0006468
SpGA2022_001229-R0	NA
SpGA2022_001230-R0	GO:0016791
SpGA2022_050281-R0	GO:0016021
SpGA2022_001232-R0	NA
SpGA2022_001233-R0	NA
SpGA2022_001234-R0	NA
SpGA2022_001235-R0	NA
